ZN,INDUS,CHAS,AGE,RAD,TAX,B,MEDV,CRIM_stand,RM_stand,LSTAT_stand,DIS_stand,PTRATIO_stand,B_stand,ZN_stand,INDUS_norm,NOX_norm,AGE_norm,RAD_norm,TAX_norm,IQV,IAH
0.0,8.14,0,84.5,4,307.0,380.02,18.2,-0.3462759500003523,-0.26873961655241435,-0.3354447283572953,0.317003386193074,1.1764658292771952,0.25597356352516587,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.8403707518022657,0.13043478260869565,0.22900763358778625,3.4738515018568936,0.1331612198354122
0.0,8.14,0,56.5,4,307.0,395.62,19.9,-0.3475060150690379,-0.6420001896918579,-0.5863558005953484,0.3344494335851022,1.1764658292771952,0.42701755390888174,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.5520082389289392,0.13043478260869565,0.22900763358778625,3.500260014731812,0.15311073296790065
0.0,8.14,0,29.3,4,307.0,386.85,23.1,-0.2978681764316524,-0.49810966340527885,-0.8512842511707231,0.3344494335851022,1.1764658292771952,0.33086013110983153,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.2718846549948507,0.13043478260869565,0.22900763358778625,2.8551847257639773,0.2005014190838433
0.0,8.14,0,81.7,4,307.0,386.75,17.5,-0.32925752846349465,-0.41975343621951705,0.282721656318579,0.22002808188861175,1.1764658292771952,0.32976369527403826,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.811534500514933,0.13043478260869565,0.22900763358778625,3.181540008909364,0.0958961675360799
0.0,8.14,0,36.6,4,307.0,288.99,20.2,-0.3271034599278872,-1.18052116925945,-0.13499621813359913,0.0006927612705775703,1.1764658292771952,-0.7421119777972465,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.34706488156539655,0.13043478260869565,0.22900763358778625,3.1521350276178426,0.12293525496278428
0.0,8.14,0,69.5,4,307.0,390.95,18.2,-0.33605372524790716,-0.7944386680350646,-0.19246746931661696,0.0006927612705775703,1.1764658292771952,0.3758140003773462,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.685890834191555,0.13043478260869565,0.22900763358778625,3.2841451318988217,0.13373179664360513
0.0,8.14,0,98.1,4,307.0,376.57,13.6,-0.27484256862747686,-1.0181100801835095,1.1728251807384886,0.0013582780648238077,1.1764658292771952,0.21814652719030578,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.98043254376931,0.13043478260869565,0.22900763358778625,2.705211145251966,0.0697716442976938
0.0,8.14,0,89.2,4,307.0,392.53,19.6,-0.3213627683632456,-0.45536990312213615,0.16497567828507914,0.10327742141225876,1.1764658292771952,0.3931376865828762,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.8887744593202884,0.13043478260869565,0.22900763358778625,3.0800089261681283,0.10749663512104472
0.0,8.14,0,91.7,4,307.0,396.9,15.2,-0.2770908994814982,-0.20320531745159578,0.850425478980096,0.08644935390060221,1.1764658292771952,0.4410519326070325,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9145211122554068,0.13043478260869565,0.22900763358778625,2.71773388305258,0.08250101601707123
0.0,8.14,0,100.0,4,307.0,394.54,14.5,-0.30549062316759457,-0.6719180218900574,1.0130270676930244,0.14268552301441548,1.1764658292771952,0.415176046882317,-0.48772236467012914,0.28152492668621704,0.31481481481481477,1.0,0.13043478260869565,0.22900763358778625,2.918060538945065,0.07140174510630888
0.0,8.14,0,94.1,4,307.0,394.33,15.6,-0.3332072359782714,-0.5137809088424299,0.5112049232169181,0.2873878888491134,1.1764658292771952,0.4128735316271512,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9392378990731204,0.13043478260869565,0.22900763358778625,3.23922637839122,0.0826065057782721
0.0,8.14,0,85.7,4,307.0,303.42,13.9,-0.32270106053825837,-0.9767949785764719,0.5406414177252932,0.31353319148021835,1.1764658292771952,-0.5838962866923094,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.8527291452111225,0.13043478260869565,0.22900763358778625,3.096066483118779,0.07612979870976647
0.0,8.14,0,90.3,4,307.0,376.88,16.6,-0.34232507875324947,-0.6719180218900574,0.302345985990829,0.4216321336313692,1.1764658292771952,0.22154547828126425,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9001029866117405,0.13043478260869565,0.22900763358778625,3.394649670358562,0.08383277747668674
0.0,8.14,0,88.8,4,307.0,306.38,14.8,-0.3092913729446307,-0.33854789168154736,0.648575230922668,0.3129627485137216,1.1764658292771952,-0.5514417859528353,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.8846549948506693,0.13043478260869565,0.22900763358778625,2.9526319310206746,0.0785786432006174
0.0,8.14,0,94.4,4,307.0,387.94,18.4,-0.33056207240105057,0.29969919521337846,0.020596681410668692,0.31358072839409296,1.1764658292771952,0.3428112817199755,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9423274974253347,0.13043478260869565,0.22900763358778625,3.2000329037065782,0.113907081284935
0.0,8.14,0,87.3,4,307.0,380.23,21.0,-0.30385907044640514,0.554713098236128,-0.09434582095536692,0.2110436051662864,1.1764658292771952,0.25827607878033165,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.8692070030895983,0.13043478260869565,0.22900763358778625,2.9039110949284184,0.1314213631983163
0.0,8.14,0,94.1,4,307.0,360.17,12.7,-0.28892140230861074,-0.8143838895005313,1.3942997584681671,0.2081913903338021,1.1764658292771952,0.038331050120245985,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9392378990731204,0.13043478260869565,0.22900763358778625,2.79067696488196,0.059718311036964095
0.0,8.14,0,100.0,4,307.0,376.73,14.5,-0.2628642717949498,-0.30293142477892826,0.05423838942023986,0.180619980286455,1.1764658292771952,0.21990082452757492,-0.48772236467012914,0.28152492668621704,0.31481481481481477,1.0,0.13043478260869565,0.22900763358778625,2.644515022062579,0.1115315381506925
0.0,8.14,0,82.0,4,307.0,232.6,13.2,-0.2589925343460216,-0.47673978326370686,2.1105877915052913,0.09267668961819274,1.1764658292771952,-1.360392145600947,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.8146240988671473,0.13043478260869565,0.22900763358778625,2.6268213928787585,0.05381552039608223
0.0,8.14,0,95.0,4,307.0,358.77,13.1,-0.2864880380147398,-0.8314797936137889,0.7985611791320071,-0.003728171719772962,1.1764658292771952,0.022980948419142923,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9485066941297631,0.13043478260869565,0.22900763358778625,2.7746216996731854,0.08203453710131013
0.0,8.14,0,96.9,4,307.0,248.31,13.5,-0.23282834045835957,-0.26873961655241435,1.077507008044703,-0.016753286121450797,1.1764658292771952,-1.188142075797859,-0.48772236467012914,0.28152492668621704,0.31481481481481477,0.9680741503604532,0.13043478260869565,0.22900763358778625,2.526387100749474,0.07971302057270668
0.0,5.96,0,68.2,5,279.0,396.9,18.9,-0.41304974713953124,-0.500958980757488,-0.4167455227137595,-0.20666325705102287,0.34421334204949033,0.4410519326070325,-0.48772236467012914,0.20161290322580644,0.23456790123456794,0.6725025746652935,0.17391304347826086,0.17557251908396948,17.639697395804543,0.1823983641759652
0.0,5.96,0,61.4,5,279.0,377.56,20.0,-0.4091780096906031,-0.6320275789591239,-0.174244877478099,-0.19829676020906933,0.34421334204949033,0.22900124196465707,-0.48772236467012914,0.20161290322580644,0.23456790123456794,0.6024716786817713,0.17391304347826086,0.17557251908396948,12.318817129332556,0.15154959263879444
0.0,5.96,0,41.5,5,279.0,396.9,21.0,-0.4111912666147527,-0.619205650874182,-0.5443036655833844,0.06615109167608976,0.34421334204949033,0.4410519326070325,-0.48772236467012914,0.20161290322580644,0.23456790123456794,0.39752832131822863,0.17391304347826086,0.17557251908396948,14.534254563740241,0.16955079820168337
0.0,5.96,0,30.2,5,279.0,393.43,24.7,-0.40014628310775624,-0.4539452444460309,-0.353667320195813,0.02484151351894378,0.34421334204949033,0.403005609105014,-0.48772236467012914,0.20161290322580644,0.23456790123456794,0.28115345005149334,0.17391304347826086,0.17557251908396948,7.76874487692895,0.15307975242134012
75.0,2.95,0,21.8,3,252.0,395.63,30.8,-0.4173020250590935,0.4421650628238524,-1.168077001594187,0.7634700813045987,-0.07191290156436134,0.427127197492461,2.7312452421527236,0.09127565982404694,0.08847736625514402,0.1946446961894954,0.08695652173913043,0.12404580152671751,38.58363774274083,0.282649899163202
75.0,2.95,0,15.8,3,252.0,395.62,34.9,-0.41660844059273905,1.0533436348727878,-1.496083654687508,0.7634700813045987,-0.07191290156436134,0.42701755390888174,2.7312452421527236,0.09127565982404694,0.08847736625514402,0.13285272914521115,0.08695652173913043,0.12404580152671751,32.161858515537304,0.6568059742413116
0.0,6.91,0,2.9,3,233.0,385.41,26.6,-0.405686812712309,0.6914803311421823,-1.0951866342401158,0.9154931318760063,-0.25685789872607445,0.3150714550744117,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.0,0.08695652173913043,0.08778625954198471,10.134838659658753,0.24450004904447067
0.0,6.91,0,6.6,3,233.0,383.37,25.3,-0.40405060506181517,-0.16473953319676876,-0.9592180643680981,0.9154931318760063,-0.25685789872607445,0.29270416402423327,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.03810504634397528,0.08695652173913043,0.08778625954198471,9.355146588117847,0.18559842283761366
0.0,6.91,0,6.5,3,233.0,394.46,24.7,-0.4019721791274041,-0.10490386880036852,-0.730734797469759,0.9154931318760063,-0.25685789872607445,0.4142988982136821,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.03707518022657055,0.08695652173913043,0.08778625954198471,8.563109180536992,0.1459231638303395
0.0,6.91,0,40.0,3,233.0,389.39,21.2,-0.4062395855672056,-0.3072054008072427,-0.4349681145522772,0.9154931318760063,-0.25685789872607445,0.3587096013389746,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.3820803295571576,0.08695652173913043,0.08778625954198471,10.438632301630054,0.11108346277665276
0.0,6.91,0,33.8,3,233.0,396.9,19.3,-0.4005687179421299,-0.8585483084597779,-0.3424534175259558,0.6205265812832662,-0.25685789872607445,0.4410519326070325,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.31822863027806386,0.08695652173913043,0.08778625954198471,8.121633793514631,0.10911168189378247
0.0,6.91,0,33.3,3,233.0,396.9,20.0,-0.3985973553817198,-0.7103838061448857,0.2098312889645077,0.6205265812832662,-0.25685789872607445,0.4410519326070325,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.31307929969104015,0.08695652173913043,0.08778625954198471,7.596991577826297,0.0801710833737699
0.0,6.91,0,85.5,3,233.0,392.74,16.6,-0.39383652643565276,-0.36276708917532724,0.8616393816499534,0.9005190040054641,-0.25685789872607445,0.395440201838042,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.850669412976313,0.08695652173913043,0.08778625954198471,6.649678426071492,0.056375835914343135
0.0,6.91,0,95.3,3,233.0,396.9,14.4,-0.3909737449134516,-1.2617267137974209,2.545126519962255,0.9863706704632383,-0.25685789872607445,0.4410519326070325,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.9515962924819773,0.08695652173913043,0.08778625954198471,6.227032688805699,0.02985269390289553
0.0,6.91,0,62.0,3,233.0,396.9,19.4,-0.39494207214544585,-0.9725210025481575,0.4971875448795965,1.0898585319685394,-0.25685789872607445,0.4410519326070325,-0.48772236467012914,0.23643695014662755,0.12962962962962965,0.6086508753861998,0.08695652173913043,0.08778625954198471,6.838220363769261,0.05680346750592219
21.0,5.64,0,45.7,4,243.0,395.56,19.7,-0.4101916205466345,-0.4582192204743453,0.11170964060325766,1.4354518958378737,-0.7654566409207818,0.4263596924074059,0.41358856524026955,0.18988269794721407,0.11111111111111105,0.44078269824922767,0.13043478260869565,0.10687022900763354,13.607573522417498,0.06505726222828051
21.0,5.64,0,63.0,4,243.0,393.97,20.5,-0.4154703103778152,-0.24167110170642406,-0.451788968557063,1.4354518958378737,-0.7654566409207818,0.4089263626182967,0.41358856524026955,0.18988269794721407,0.11111111111111105,0.6189495365602471,0.13043478260869565,0.10687022900763354,25.39484109580812,0.09515640515191562
21.0,5.64,0,21.1,4,243.0,396.9,25.0,-0.41427981220821686,0.3224937340310544,-1.0335101695559015,1.4354518958378737,-0.7654566409207818,0.4410519326070325,0.41358856524026955,0.18988269794721407,0.11111111111111105,0.18743563336766222,0.13043478260869565,0.10687022900763354,20.994144555452483,0.1809535180409907
21.0,5.64,0,21.4,4,243.0,396.9,23.4,-0.414720866759808,-0.4083561668106791,-0.5919627519302771,1.4354518958378737,-0.7654566409207818,0.4410519326070325,0.41358856524026955,0.18988269794721407,0.11111111111111105,0.19052523171987643,0.13043478260869565,0.10687022900763354,22.413718039168213,0.10440760771830195
75.0,4.0,0,47.6,3,469.0,396.9,18.9,-0.418934741512609,-0.5650686211822014,0.3009442481570969,1.6755133109052929,1.222702078567624,0.4410519326070325,2.7312452421527236,0.12976539589442815,0.05144032921810693,0.4603501544799177,0.08695652173913043,0.5381679389312977,76.0158295198787,0.05435165892561687
90.0,1.22,0,21.9,5,226.0,395.93,35.4,-0.41899176439658775,1.3738918369963546,-1.0993918477413123,2.3300490780465393,-0.25685789872607445,0.43041650499984024,3.375038763517294,0.02785923753665689,0.03703703703703709,0.1956745623069001,0.17391304347826086,0.07442748091603052,78.81490614831151,0.17329400076680623
85.0,0.74,0,35.7,2,313.0,396.9,24.7,-0.4181259475459709,0.140137423489647,-0.9648250157030267,2.5634553251714953,-0.5342753944686417,0.4410519326070325,3.160440923062437,0.010263929618768326,0.05144032921810693,0.3377960865087539,0.043478260869565216,0.24045801526717553,51.15862834507,0.12040567374623608
100.0,1.32,0,40.5,5,256.0,392.9,31.6,-0.4188509527851299,0.7570146302430009,-1.2199413014422764,2.153306832260269,-1.551472878858059,0.3971944991753105,3.8042344444270078,0.03152492668621701,0.053497942386831254,0.3872296601441813,0.17391304347826086,0.13167938931297707,72.33171742453068,0.20728060977478915
25.0,5.13,0,29.2,8,284.0,390.68,23.3,-0.4025435716995182,-0.19893134142328264,-0.8120355918262232,1.9108685714991132,0.5753945885016305,0.3728536236207052,0.585266837604155,0.17118768328445746,0.13991769547325106,0.27085478887744596,0.30434782608695654,0.1851145038167939,8.732854185146719,0.11462514648515464
25.0,5.13,0,47.2,8,284.0,396.9,19.6,-0.40849839001216187,-0.5095069328141167,-0.48122546306543784,1.4912126958129397,0.5753945885016305,0.4410519326070325,0.585266837604155,0.17118768328445746,0.13991769547325106,0.4562306900102987,0.30434782608695654,0.1851145038167939,11.940683671299704,0.0927353791964832
25.0,5.13,0,66.2,8,284.0,395.11,18.7,-0.40314056638280654,-0.7744934465695991,0.06965750559129358,1.6306860011214162,0.5753945885016305,0.4214257311463373,0.585266837604155,0.17118768328445746,0.13991769547325106,0.6519052523171988,0.30434782608695654,0.1851145038167939,8.955293460308612,0.060422668193880036
25.0,5.13,0,93.4,8,284.0,378.08,16.0,-0.400534969704673,-0.4539452444460309,0.2504816861427397,1.4372582985651137,0.5753945885016305,0.23470270831078072,0.585266837604155,0.17118768328445746,0.13991769547325106,0.9320288362512874,0.30434782608695654,0.1851145038167939,8.082039579999732,0.0605936635237724
25.0,5.13,0,67.8,8,284.0,396.9,22.2,-0.40768494111621933,0.24413750684529387,-0.830258183664741,1.6307335380352912,0.5753945885016305,0.4410519326070325,0.585266837604155,0.17118768328445746,0.13991769547325106,0.6683831101956745,0.30434782608695654,0.1851145038167939,11.326916618146528,0.13276406831797116
25.0,5.13,0,43.4,8,284.0,395.58,25.0,-0.4057962035509622,0.6800830617333443,-0.441976803720938,1.9898273854450503,0.5753945885016305,0.4265789795745643,0.585266837604155,0.17118768328445746,0.13991769547325106,0.41709577754891863,0.30434782608695654,0.1851145038167939,10.163405280004541,0.08918661725923273
17.5,1.38,0,59.5,3,216.0,393.24,33.0,-0.41824697570788505,1.1673163289611674,-0.6452287896120984,2.580235855769277,0.0667958463069231,0.4009223810170072,0.26337007692186976,0.03372434017595308,0.0639917695473251,0.5829042224510813,0.08695652173913043,0.05534351145038163,53.71279815965133,0.09568405512904721
80.0,3.37,0,17.8,4,337.0,396.9,23.5,-0.416346600819367,0.007644166611905868,-1.119016177413562,1.3388568868444093,-1.0891103859537778,0.4410519326070325,2.9458430826075803,0.10667155425219943,0.026748971193415683,0.1534500514933059,0.13043478260869565,0.28625954198473275,30.4764603295983,0.2037200446111271
80.0,3.37,0,31.1,4,337.0,396.9,19.4,-0.415421433620119,-0.7089591474687804,-0.3382482040247595,1.3388568868444093,-1.0891103859537778,0.4410519326070325,2.9458430826075803,0.10667155425219943,0.026748971193415683,0.29042224510813597,0.13043478260869565,0.28625954198473275,25.41093860252428,0.08547783691295469
12.5,6.07,0,21.4,4,345.0,396.21,22.0,-0.4137805710403208,-0.5793152079432485,-0.6382201004434378,1.2849024895965833,0.20550459417820588,0.4334865253400605,0.04877223646701293,0.2056451612903226,0.0493827160493826,0.19052523171987643,0.13043478260869565,0.30152671755725186,19.772038439475757,0.11167728721847939
12.5,6.07,0,36.8,4,345.0,396.9,17.4,-0.4047441895281696,-0.9839182719569954,0.06124707858890067,1.2849024895965833,0.20550459417820588,0.4410519326070325,0.04877223646701293,0.2056451612903226,0.0493827160493826,0.349124613800206,0.13043478260869565,0.30152671755725186,9.875793652082141,0.06576625445779756
12.5,6.07,0,33.0,4,345.0,396.9,20.9,-0.40560302398482995,-0.5693425972105157,-0.5415001899159201,1.2849024895965833,0.20550459417820588,0.4410519326070325,0.04877223646701293,0.2056451612903226,0.0493827160493826,0.309989701338826,0.13043478260869565,0.30152671755725186,10.300644394762687,0.10303336530256445
0.0,10.81,0,6.6,4,305.0,383.73,24.2,-0.41024631596596106,0.18857581847720803,-0.8316599214984732,0.7093730733151489,0.34421334204949033,0.2966513330330884,-0.48772236467012914,0.3793988269794722,0.057613168724279795,0.03810504634397528,0.13043478260869565,0.22519083969465642,13.803551727671216,0.18060460240306286
0.0,10.81,0,17.5,4,305.0,376.94,21.7,-0.40204200306696997,-0.4610685378265545,-0.38871076603911653,0.7093730733151489,0.34421334204949033,0.22220333978274012,-0.48772236467012914,0.3793988269794722,0.057613168724279795,0.15036045314109167,0.13043478260869565,0.22519083969465642,8.772206662011948,0.11411118736815765
0.0,10.81,0,7.8,4,305.0,390.91,22.8,-0.40985297443973995,-0.312904035511661,-0.9998684615463302,0.7093730733151489,0.34421334204949033,0.37537542604302937,-0.48772236467012914,0.3793988269794722,0.057613168724279795,0.05046343975283214,0.13043478260869565,0.22519083969465642,13.385656225680798,0.20780585252548014
0.0,10.81,0,6.2,4,305.0,377.17,23.4,-0.39777925155647287,-0.056465473812807504,-0.7167174191324377,0.7093730733151489,0.34421334204949033,0.22472514220506432,-0.48772236467012914,0.3793988269794722,0.057613168724279795,0.03398558187435634,0.13043478260869565,0.22519083969465642,7.591360029212079,0.1566488258411716
0.0,12.83,0,6.0,5,398.0,394.92,24.1,-0.41132858702923225,-0.016575030881875275,-0.8232494944960803,0.21698571940062852,0.11303209559735014,0.41934250305833054,-0.48772236467012914,0.45344574780058655,0.10699588477366251,0.031925849639546866,0.17391304347826086,0.4026717557251908,15.00644577949447,0.21762230717112854
0.0,12.83,0,45.0,5,398.0,383.23,21.4,-0.40944799559025785,0.0019455319074862549,-0.520474122409938,0.33635091014009183,0.11303209559735014,0.2911691538541231,-0.48772236467012914,0.45344574780058655,0.10699588477366251,0.43357363542739447,0.17391304347826086,0.4026717557251908,12.854841620124086,0.15616132702248792
0.0,12.83,0,74.5,5,398.0,373.66,20.0,-0.40870204316922903,-0.008027078825246487,-0.09574755878909903,0.12224465004827874,0.11303209559735014,0.1862402443687284,-0.48772236467012914,0.45344574780058655,0.10699588477366251,0.737384140061792,0.17391304347826086,0.4026717557251908,12.19111107923319,0.12945101512974974
0.0,12.83,0,45.8,5,398.0,386.96,20.8,-0.41038480011276673,-0.20605463480380623,-0.3340429905235632,0.1404512880623026,0.11303209559735014,0.33206621052920343,-0.48772236467012914,0.45344574780058655,0.10699588477366251,0.44181256436663235,0.17391304347826086,0.4026717557251908,13.826817514542341,0.14615764291997738
0.0,12.83,0,53.7,5,398.0,386.4,21.2,-0.41394698476295283,-0.07498603660216903,-0.04388325894100992,0.5795022246093688,0.11303209559735014,0.3259261698487623,-0.48772236467012914,0.45344574780058655,0.10699588477366251,0.5231719876416066,0.17391304347826086,0.4026717557251908,20.053459723788357,0.10072082949744605
0.0,12.83,0,36.6,5,398.0,396.06,20.3,-0.4107571944571181,-0.5850138426476681,-0.4980463170702237,0.33635091014009183,0.11303209559735014,0.43184187158637116,-0.48772236467012914,0.45344574780058655,0.10699588477366251,0.34706488156539655,0.17391304347826086,0.4026717557251908,14.265019953908508,0.14336039299393805
25.0,4.86,0,33.5,4,281.0,396.9,28.0,-0.41573098641886114,0.6302200080696794,-1.0321084317221694,0.7632799336490999,0.25174084346863457,0.4410519326070325,0.585266837604155,0.16129032258064516,0.08436213991769548,0.31513903192584963,0.13043478260869565,0.1793893129770992,26.713202835321013,0.23545922055962573
25.0,4.86,0,70.4,4,281.0,395.63,23.9,-0.41532484383705287,0.4763568710503662,-0.7615730298118661,0.7632799336490999,0.25174084346863457,0.427127197492461,0.585266837604155,0.16129032258064516,0.08436213991769548,0.6951596292481977,0.13043478260869565,0.1793893129770992,24.811524094356574,0.16974818130429078
25.0,4.86,0,32.2,4,281.0,396.9,24.8,-0.41625932089490963,0.024740070725162176,-0.8316599214984732,0.7632799336490999,0.25174084346863457,0.4410519326070325,0.585266837604155,0.16129032258064516,0.08436213991769548,0.3017507723995881,0.13043478260869565,0.1793893129770992,29.729920968926677,0.1736437163789174
25.0,4.86,0,46.7,4,281.0,390.64,22.9,-0.4163850039861282,-0.16758885054897793,-0.7209226326336341,0.7632799336490999,0.25174084346863457,0.3724150492863877,0.585266837604155,0.16129032258064516,0.08436213991769548,0.45108135942327504,0.13043478260869565,0.1793893129770992,30.561130804848162,0.15204913640306578
0.0,4.49,0,48.0,3,247.0,396.9,23.9,-0.41463009563837233,0.14868537554627578,-0.4251559497161524,0.46793308774536224,0.020559597016494405,0.4410519326070325,-0.48772236467012914,0.14772727272727273,0.13168724279835387,0.4644696189495366,0.08695652173913043,0.1145038167938931,22.04797786885235,0.13895828223986573
0.0,4.49,0,56.1,3,247.0,392.3,26.6,-0.4138434125859301,0.4920281164875186,-0.8582929403393839,0.305499453035388,0.020559597016494405,0.3906158841605526,-0.48772236467012914,0.14772727272727273,0.13168724279835387,0.5478887744593203,0.08695652173913043,0.1145038167938931,19.71801717659897,0.22879282864580075
0.0,4.49,0,45.1,3,247.0,395.99,22.5,-0.41447997416830573,-0.3841369693168992,0.02900710841306136,0.3005080770785405,0.020559597016494405,0.4310743665013161,-0.48772236467012914,0.14772727272727273,0.13168724279835387,0.4346035015447992,0.08695652173913043,0.1145038167938931,21.556476124516468,0.1056490317736082
0.0,4.49,0,56.8,3,247.0,395.15,22.2,-0.4121955676121753,-0.23312314964979527,-0.590561014096545,-0.02255278961416864,0.020559597016494405,0.4218643054806541,-0.48772236467012914,0.14772727272727273,0.13168724279835387,0.5550978372811534,0.08695652173913043,0.1145038167938931,16.265283719940953,0.19352037752818996
